epoch,global_step,running_loss
0,0,0.023396129608154296
0,100,2.0332408010959626
0,200,1.6697246658802032
0,300,1.4883292841911315
1,352,0.013515973091125488
1,452,1.318381326198578
1,552,1.2361873215436936
1,652,1.1682075268030168
2,704,0.011694192886352539
2,804,1.0571274989843369
2,904,1.0144841879606248
2,1004,0.9576725143194199
3,1056,0.00843928575515747
3,1156,0.8857917141914368
3,1256,0.8422109407186508
3,1356,0.8207343751192093
4,1408,0.008037899136543274
4,1508,0.7596391427516938
4,1608,0.7165237247943879
4,1708,0.7230908614397049
5,1760,0.007489072680473327
5,1860,0.680858550965786
5,1960,0.6580052876472473
5,2060,0.6400912085175514
6,2112,0.0071478265523910525
6,2212,0.5965509486198425
6,2312,0.6009547916054726
6,2412,0.6009532058238983
7,2464,0.005461657047271728
7,2564,0.5633917135000229
7,2664,0.5590514057874679
7,2764,0.5662636026740074
8,2816,0.005667276978492737
8,2916,0.5352592286467552
8,3016,0.517647638618946
8,3116,0.522029593884945
9,3168,0.004159117043018341
9,3268,0.5051654040813446
9,3368,0.4855029255151749
9,3468,0.5027374026179313
10,3520,0.0037018078565597533
10,3620,0.4739948579668999
10,3720,0.4775776454806328
10,3820,0.4716052404046059
11,3872,0.0038888761401176452
11,3972,0.4492101135849953
11,4072,0.46878209680318833
11,4172,0.45310958236455917
12,4224,0.0039817306399345396
12,4324,0.4224745264649391
12,4424,0.4427322134375572
12,4524,0.4508314487338066
13,4576,0.0028492385149002076
13,4676,0.4189714440703392
13,4776,0.4287736162543297
13,4876,0.42597578197717667
14,4928,0.004332755208015442
14,5028,0.41216063663363456
14,5128,0.40948285683989527
14,5228,0.40249283507466316
15,5280,0.006622714400291443
15,5380,0.3893450585007667
15,5480,0.39706662178039553
15,5580,0.4063304813206196
16,5632,0.0047858631610870365
16,5732,0.39221962794661525
16,5832,0.39640727192163466
16,5932,0.3947536155581474
17,5984,0.0035094815492630006
17,6084,0.3693128630518913
17,6184,0.39060024499893187
17,6284,0.3791112512350082
18,6336,0.0034183618426322938
18,6436,0.35006983250379564
18,6536,0.36458716943860053
18,6636,0.37962092012166976
19,6688,0.0039121127128601075
19,6788,0.35761963233351707
19,6888,0.3572081644833088
19,6988,0.362625647932291
20,7040,0.003933677971363067
20,7140,0.33887214958667755
20,7240,0.3540093910694122
20,7340,0.36035013899207113
21,7392,0.0029117333889007568
21,7492,0.3442991903424263
21,7592,0.3518322141468525
21,7692,0.3517363949120045
22,7744,0.0028258988261222837
22,7844,0.3461890859901905
22,7944,0.3388381373882294
22,8044,0.3456526491045952
23,8096,0.0032791733741760255
23,8196,0.3272064258158207
23,8296,0.32702835321426393
23,8396,0.34833163931965827
24,8448,0.003038851022720337
24,8548,0.3112144862115383
24,8648,0.32371807381510737
24,8748,0.3465616203844547
25,8800,0.0034505194425582886
25,8900,0.3027658821642399
25,9000,0.32889665752649305
25,9100,0.3246592034399509
26,9152,0.0031993064284324647
26,9252,0.3013644617795944
26,9352,0.314037359803915
26,9452,0.3278337414562702
27,9504,0.0026045951247215273
27,9604,0.30624599173665046
27,9704,0.2987491998076439
27,9804,0.33148099258542063
28,9856,0.0037180912494659425
28,9956,0.2985327343642712
28,10056,0.31197545886039735
28,10156,0.32232459977269173
29,10208,0.0022956401109695433
29,10308,0.2915062454342842
29,10408,0.31720946907997133
29,10508,0.2931565009057522
30,10560,0.0028531432151794435
30,10660,0.2993780167400837
30,10760,0.3005099207162857
30,10860,0.3084892550110817
31,10912,0.002569989860057831
31,11012,0.2744435878098011
31,11112,0.30435321882367133
31,11212,0.301970990896225
32,11264,0.003307393193244934
32,11364,0.29283144161105157
32,11464,0.29188303247094155
32,11564,0.2908824065327644
