epoch,global_step,train/accuracy
0,353,0.4706444444444444
1,705,0.5974222222222222
2,1057,0.6400444444444444
3,1409,0.7007111111111111
4,1761,0.7187333333333333
5,2113,0.7012888888888889
6,2465,0.7990888888888888
7,2817,0.7972222222222223
8,3169,0.8005555555555556
9,3521,0.8033777777777777
10,3873,0.8314888888888889
11,4225,0.8386222222222223
12,4577,0.8520444444444445
13,4929,0.8477777777777777
14,5281,0.8516222222222222
15,5633,0.8483555555555555
16,5985,0.8627333333333334
17,6337,0.8664222222222222
18,6689,0.8685333333333334
19,7041,0.8685777777777778
20,7393,0.8852222222222222
21,7745,0.8843777777777778
22,8097,0.8629333333333333
23,8449,0.8916666666666667
24,8801,0.8819777777777777
25,9153,0.8642888888888889
26,9505,0.8855111111111111
27,9857,0.8845777777777778
28,10209,0.8947111111111111
29,10561,0.8767111111111111
30,10913,0.9036444444444445
31,11265,0.8747111111111111
32,11617,0.8664666666666667
33,11969,0.8846666666666667
34,12321,0.8876
35,12673,0.8898666666666667
36,13025,0.8829333333333333
37,13377,0.9002888888888889
38,13729,0.9022444444444444
39,14081,0.8962888888888889
40,14433,0.9044
41,14785,0.8780444444444444
42,15137,0.8965333333333333
43,15489,0.8346444444444444
44,15841,0.8909111111111111
45,16193,0.9104222222222222
46,16545,0.9003555555555556
47,16897,0.9038
48,17249,0.9040222222222222
49,17601,0.9078666666666667
50,17953,0.8912
51,18305,0.9185333333333333
52,18657,0.9226444444444445
53,19009,0.9095333333333333
54,19361,0.9008888888888889
55,19713,0.9251777777777778
56,20065,0.9038222222222222
57,20417,0.8811111111111111
58,20769,0.8881111111111111
59,21121,0.906
60,21473,0.9138
61,21825,0.9098444444444445
62,22177,0.8741555555555556
63,22529,0.9045333333333333
64,22881,0.9291333333333334
65,23233,0.9086666666666666
66,23585,0.9178666666666667
67,23937,0.8900666666666667
68,24289,0.9269333333333334
69,24641,0.9045111111111112
70,24993,0.9089111111111111
71,25345,0.9157111111111111
72,25697,0.9216222222222222
73,26049,0.9186444444444445
74,26401,0.9178444444444445
75,26753,0.9182
76,27105,0.9203777777777777
77,27457,0.9190888888888888
78,27809,0.8870888888888889
79,28161,0.9756222222222222
80,28513,0.9804222222222222
81,28865,0.9838666666666667
82,29217,0.9846666666666667
83,29569,0.9867333333333334
84,29921,0.9877555555555556
85,30273,0.9892444444444445
86,30625,0.9900888888888889
87,30977,0.9908666666666667
88,31329,0.9921555555555556
89,31681,0.9929777777777777
90,32033,0.9925111111111111
91,32385,0.9927555555555555
92,32737,0.9937333333333334
93,33089,0.9941333333333333
94,33441,0.9942444444444445
95,33793,0.9954444444444445
96,34145,0.9940222222222223
97,34497,0.9960222222222223
98,34849,0.9958
99,35201,0.9956444444444444
100,35553,0.9959555555555556
101,35905,0.9958888888888889
102,36257,0.9965777777777778
103,36609,0.9970444444444444
104,36961,0.9971777777777778
105,37313,0.9974444444444445
106,37665,0.9973555555555556
107,38017,0.9976
108,38369,0.9972
109,38721,0.9971777777777778
110,39073,0.9970666666666667
111,39425,0.9976888888888888
112,39777,0.9975111111111111
113,40129,0.9975555555555555
114,40481,0.9980222222222223
115,40833,0.9977777777777778
116,41185,0.9978222222222223
117,41537,0.9977777777777778
118,41889,0.9984888888888889
119,42241,0.9983555555555556
120,42593,0.9986666666666667
121,42945,0.9982222222222222
122,43297,0.9977777777777778
123,43649,0.9980888888888889
124,44001,0.9986444444444444
125,44353,0.9986888888888888
126,44705,0.9978666666666667
127,45057,0.9979333333333333
128,45409,0.9984666666666666
129,45761,0.9986
130,46113,0.9984444444444445
131,46465,0.9984444444444445
132,46817,0.9985111111111111
133,47169,0.9984222222222222
134,47521,0.9974666666666666
135,47873,0.9991111111111111
136,48225,0.9990666666666667
137,48577,0.9991111111111111
138,48929,0.9991111111111111
139,49281,0.9995333333333334
140,49633,0.9994222222222222
141,49985,0.9994888888888889
142,50337,0.9994444444444445
143,50689,0.9995777777777778
144,51041,0.9996222222222222
145,51393,0.9994888888888889
146,51745,0.9994444444444445
147,52097,0.9993777777777778
148,52449,0.9996888888888888
149,52801,0.9995555555555555
150,53153,0.9995111111111111
151,53505,0.9995333333333334
152,53857,0.9994222222222222
153,54209,0.9996888888888888
154,54561,0.9997777777777778
155,54913,0.9994666666666666
156,55265,0.9996888888888888
157,55617,0.9994888888888889
158,55969,0.9996666666666667
159,56321,0.9996888888888888
160,56673,0.9996888888888888
161,57025,0.9996444444444444
162,57377,0.9996222222222222
163,57729,0.9995111111111111
164,58081,0.9996
165,58433,0.9997333333333334
166,58785,0.9996888888888888
167,59137,0.9996444444444444
168,59489,0.9997111111111111
169,59841,0.9997555555555555
170,60193,0.9998
171,60545,0.9997555555555555
172,60897,0.9996444444444444
173,61249,0.9997777777777778
174,61601,0.9997111111111111
175,61953,0.9998222222222222
176,62305,0.9998666666666667
177,62657,0.9997555555555555
178,63009,0.9998222222222222
179,63361,0.9998666666666667
180,63713,0.9998444444444444
181,64065,0.9997555555555555
182,64417,0.9996888888888888
183,64769,0.9997555555555555
184,65121,0.9998666666666667
