epoch,global_step,loss
0,0,2.562695026397705
0,100,2.2147376537323
0,200,2.0741446018218994
0,300,2.0435943603515625
1,352,1.8626177310943604
1,452,1.8364274501800537
1,552,1.7972278594970703
1,652,1.6747554540634155
2,704,1.7695599794387817
2,804,1.6429482698440552
2,904,1.5892086029052734
2,1004,1.4776219129562378
3,1056,1.4963377714157104
3,1156,1.264317512512207
3,1256,1.287855863571167
3,1356,1.1798717975616455
4,1408,1.1956048011779785
4,1508,1.1846319437026978
4,1608,0.8942393660545349
4,1708,0.9098588824272156
5,1760,0.9502012133598328
5,1860,0.9274194240570068
5,1960,0.9768242835998535
5,2060,0.8411940932273865
6,2112,0.6688805222511292
6,2212,0.831857442855835
6,2312,0.7332016229629517
6,2412,0.8704882264137268
7,2464,0.655551552772522
7,2564,0.6281633377075195
7,2664,0.6124765276908875
7,2764,0.6782122850418091
8,2816,0.5897083282470703
8,2916,0.6567801833152771
8,3016,0.7221713662147522
8,3116,0.6042510271072388
9,3168,0.35529983043670654
9,3268,0.5267108678817749
9,3368,0.5863261222839355
9,3468,0.4695797264575958
10,3520,0.7421684861183167
10,3620,0.6037760376930237
10,3720,0.4716164469718933
10,3820,0.6356103420257568
11,3872,0.49032360315322876
11,3972,0.44619208574295044
11,4072,0.4101906418800354
11,4172,0.44899269938468933
12,4224,0.47273826599121094
12,4324,0.3561416566371918
12,4424,0.4355454444885254
12,4524,0.49843090772628784
13,4576,0.5327339172363281
13,4676,0.41886818408966064
13,4776,0.41147029399871826
13,4876,0.4295550584793091
14,4928,0.40158265829086304
14,5028,0.5574702024459839
14,5128,0.36919838190078735
14,5228,0.4261496663093567
15,5280,0.43884748220443726
15,5380,0.48847827315330505
15,5480,0.35409975051879883
15,5580,0.5088597536087036
16,5632,0.34245312213897705
16,5732,0.28836357593536377
16,5832,0.37419915199279785
16,5932,0.48038437962532043
17,5984,0.3859354853630066
17,6084,0.29215285181999207
17,6184,0.3101954758167267
17,6284,0.3803197741508484
18,6336,0.40734151005744934
18,6436,0.2509130537509918
18,6536,0.3516995310783386
18,6636,0.30610835552215576
19,6688,0.3615586757659912
19,6788,0.3234693706035614
19,6888,0.4222288727760315
19,6988,0.39431512355804443
20,7040,0.3337607979774475
20,7140,0.25290346145629883
20,7240,0.24572792649269104
20,7340,0.44017690420150757
21,7392,0.2865355610847473
21,7492,0.2562577724456787
21,7592,0.33212316036224365
21,7692,0.25578248500823975
22,7744,0.34770578145980835
22,7844,0.3847092390060425
22,7944,0.282903254032135
22,8044,0.2435287982225418
23,8096,0.36085137724876404
23,8196,0.3400411009788513
23,8296,0.20949222147464752
23,8396,0.42645734548568726
24,8448,0.26989564299583435
24,8548,0.22933177649974823
24,8648,0.4043768048286438
24,8748,0.3544948399066925
25,8800,0.3091966211795807
25,8900,0.32843825221061707
25,9000,0.392933189868927
25,9100,0.30968189239501953
26,9152,0.25555095076560974
26,9252,0.2433759570121765
26,9352,0.3291766047477722
26,9452,0.31403499841690063
27,9504,0.28079402446746826
27,9604,0.35328611731529236
27,9704,0.22358234226703644
27,9804,0.32274559140205383
28,9856,0.2380572110414505
28,9956,0.27809521555900574
28,10056,0.25046759843826294
28,10156,0.27868592739105225
29,10208,0.16190627217292786
29,10308,0.33712029457092285
29,10408,0.28075623512268066
29,10508,0.20095069706439972
30,10560,0.15903154015541077
30,10660,0.28147372603416443
30,10760,0.34838560223579407
30,10860,0.3682247996330261
31,10912,0.33804699778556824
31,11012,0.2536410689353943
31,11112,0.21747872233390808
31,11212,0.312741219997406
32,11264,0.22390636801719666
32,11364,0.3250713646411896
32,11464,0.2723640203475952
32,11564,0.28109848499298096
33,11616,0.2217513918876648
33,11716,0.1832411289215088
33,11816,0.3242345452308655
33,11916,0.20068295300006866
34,11968,0.25835245847702026
34,12068,0.22067883610725403
34,12168,0.2940351366996765
34,12268,0.21072515845298767
35,12320,0.2674849331378937
35,12420,0.33137792348861694
35,12520,0.1903270035982132
35,12620,0.42007333040237427
36,12672,0.1447160243988037
36,12772,0.22794504463672638
36,12872,0.17246326804161072
36,12972,0.1870805323123932
37,13024,0.19663360714912415
37,13124,0.23904715478420258
37,13224,0.30645987391471863
37,13324,0.19081485271453857
38,13376,0.14978823065757751
38,13476,0.18509359657764435
38,13576,0.3130110204219818
38,13676,0.24562755227088928
39,13728,0.19219690561294556
39,13828,0.3019341826438904
39,13928,0.2388700395822525
39,14028,0.3089597523212433
40,14080,0.2173452079296112
40,14180,0.19508929550647736
40,14280,0.1843702495098114
40,14380,0.1947084367275238
41,14432,0.1595773696899414
41,14532,0.25469598174095154
41,14632,0.21142970025539398
41,14732,0.2711472511291504
42,14784,0.18266242742538452
42,14884,0.19783338904380798
42,14984,0.2398272454738617
42,15084,0.24296391010284424
43,15136,0.10653780400753021
43,15236,0.1912398636341095
43,15336,0.1813456118106842
43,15436,0.22327932715415955
44,15488,0.1979130357503891
44,15588,0.1709115356206894
44,15688,0.33149418234825134
44,15788,0.19887661933898926
45,15840,0.23215335607528687
45,15940,0.26470279693603516
45,16040,0.17204029858112335
