epoch,global_step,running_loss
0,0,0.028356096744537353
0,100,2.403144860267639
0,200,1.935698949098587
0,300,1.763445919752121
1,352,0.016988980770111083
1,452,1.6070027887821197
1,552,1.5049330830574035
1,652,1.381390048265457
2,704,0.01318984866142273
2,804,1.2385190892219544
2,904,1.1478107458353042
2,1004,1.0887706398963928
3,1056,0.0094957035779953
3,1156,0.9640524023771286
3,1256,0.9202919715642929
3,1356,0.8847372704744338
4,1408,0.008815534114837646
4,1508,0.8047344666719437
4,1608,0.7855520367622375
4,1708,0.7502723491191864
5,1760,0.005941648483276368
5,1860,0.708899792432785
5,1960,0.6960409715771675
5,2060,0.6731411281228066
6,2112,0.006169503331184387
6,2212,0.6392470252513885
6,2312,0.6243487966060638
6,2412,0.6214531493186951
7,2464,0.0054758316278457645
7,2564,0.585494214296341
7,2664,0.5778724935650825
7,2764,0.5817645856738091
8,2816,0.005603892207145691
8,2916,0.5459809774160385
8,3016,0.5198553031682969
8,3116,0.5387447407841682
9,3168,0.0048385319113731385
9,3268,0.5105200165510178
9,3368,0.5143663594126702
9,3468,0.5084646198153496
10,3520,0.004634237289428711
10,3620,0.47055974245071414
10,3720,0.4695833042263985
10,3820,0.4855660259723663
11,3872,0.005896692872047424
11,3972,0.4351732228696346
11,4072,0.47483610302209855
11,4172,0.472856225669384
12,4224,0.003515496253967285
12,4324,0.41849210143089294
12,4424,0.4382708176970482
12,4524,0.44247790694236755
13,4576,0.0032955187559127806
13,4676,0.40789288237690924
13,4776,0.4193843473494053
13,4876,0.41272250562906265
14,4928,0.0024944323301315306
14,5028,0.3918773053586483
14,5128,0.4006372667849064
14,5228,0.4019555093348026
15,5280,0.0035686296224594115
15,5380,0.386811258494854
15,5480,0.393696691095829
15,5580,0.38411060959100723
16,5632,0.005198419690132141
16,5732,0.3650232069194317
16,5832,0.37713808357715606
16,5932,0.37817253679037094
17,5984,0.004122343063354492
17,6084,0.3419792054593563
17,6184,0.35917845129966736
17,6284,0.3629314014315605
18,6336,0.003075694739818573
18,6436,0.3531026828289032
18,6536,0.3333021216094494
18,6636,0.3515485736727715
19,6688,0.0027829188108444212
19,6788,0.3361237072944641
19,6888,0.3388802133500576
19,6988,0.3530662865936756
20,7040,0.0033668604493141173
20,7140,0.32353899016976356
20,7240,0.34390651673078537
20,7340,0.3296739599108696
21,7392,0.0033750826120376586
21,7492,0.31081792101264
21,7592,0.3108332099020481
21,7692,0.3226882719993591
22,7744,0.002191973328590393
22,7844,0.29573103800415995
22,7944,0.3055228254199028
22,8044,0.30199268966913223
23,8096,0.004229300618171692
23,8196,0.2856851167976856
23,8296,0.29908825308084486
23,8396,0.30738317176699637
24,8448,0.0034720754623413087
24,8548,0.2924618585407734
24,8648,0.28989167854189873
24,8748,0.30098899602890017
25,8800,0.002246554493904114
25,8900,0.2689600147306919
25,9000,0.2853925067186356
25,9100,0.28745423689484595
26,9152,0.002823808789253235
26,9252,0.26987444221973417
26,9352,0.2870491723716259
26,9452,0.2727289178967476
27,9504,0.0020412403345108033
27,9604,0.25991579607129095
27,9704,0.2711299578845501
27,9804,0.2811996766924858
28,9856,0.0025136518478393556
28,9956,0.25558580927550795
28,10056,0.2614619732648134
28,10156,0.27845497414469716
29,10208,0.0027555721998214723
29,10308,0.25409635543823245
29,10408,0.254257852435112
29,10508,0.2678427873551846
30,10560,0.0022655536234378816
30,10660,0.24338888004422188
30,10760,0.24586138561367987
30,10860,0.28065534368157385
31,10912,0.001420401930809021
31,11012,0.23827023573219777
31,11112,0.23351081736385823
31,11212,0.26932171389460563
32,11264,0.003025786280632019
32,11364,0.2436847810447216
32,11464,0.24349730238318443
32,11564,0.24975045159459114
33,11616,0.0014275375008583069
33,11716,0.23262330450117588
33,11816,0.23533427104353905
33,11916,0.2545472440123558
34,11968,0.001895170658826828
34,12068,0.2215033456683159
34,12168,0.26231840074062346
34,12268,0.23356483049690724
35,12320,0.002024388611316681
35,12420,0.22023931808769703
35,12520,0.23331341072916983
35,12620,0.23685380712151527
36,12672,0.0016164214909076692
36,12772,0.2119030636548996
36,12872,0.22983538366854192
36,12972,0.24275150448083876
37,13024,0.0015827767550945283
37,13124,0.20912302196025848
37,13224,0.2279889554530382
37,13324,0.23125339321792127
38,13376,0.0014811846613883971
38,13476,0.20506724268198012
38,13576,0.2242688864469528
38,13676,0.23571455225348473
39,13728,0.0026218584179878235
39,13828,0.2147788455337286
39,13928,0.2205017700791359
39,14028,0.22412187807261943
40,14080,0.0013223299384117126
40,14180,0.20594477146863938
40,14280,0.20694661095738412
40,14380,0.2289369475096464
41,14432,0.002250821590423584
41,14532,0.21135693199932576
41,14632,0.21458841621875763
41,14732,0.21971932999789714
42,14784,0.0021105419099330903
42,14884,0.1945709867030382
42,14984,0.20447900153696538
42,15084,0.22352031841874123
43,15136,0.001819784939289093
43,15236,0.19311077669262885
43,15336,0.21423940613865852
43,15436,0.21508031770586966
44,15488,0.0019442006945610047
44,15588,0.18881786555051805
44,15688,0.20525672376155854
44,15788,0.22055492907762528
45,15840,0.001552141308784485
45,15940,0.19320748895406722
45,16040,0.20203017123043537
45,16140,0.22418173313140868
46,16192,0.0013529551029205322
46,16292,0.17775145307183265
46,16392,0.2028512415289879
46,16492,0.2127845846861601
47,16544,0.0025893628597259523
47,16644,0.19152262553572655
47,16744,0.20647390320897102
47,16844,0.20557328552007675
48,16896,0.002352697402238846
48,16996,0.18964013911783695
48,17096,0.1895157876610756
48,17196,0.20836753867566585
49,17248,0.0013854491710662842
49,17348,0.18357099957764147
49,17448,0.1866477072238922
49,17548,0.21031076744198798
50,17600,0.0026087668538093568
50,17700,0.17872302807867527
50,17800,0.18811579436063766
50,17900,0.19656165644526483
51,17952,0.0016937340795993806
51,18052,0.18085649244487287
51,18152,0.18888736359775066
51,18252,0.2092804455012083
52,18304,0.0015255150198936463
52,18404,0.1601661166548729
52,18504,0.20570670649409295
52,18604,0.2015643859654665
53,18656,0.0013748371601104736
53,18756,0.18412109091877937
53,18856,0.18250255942344665
53,18956,0.18782086603343487
54,19008,0.0011737000197172165
54,19108,0.17006907753646375
54,19208,0.19126810938119887
54,19308,0.18981996156275271
55,19360,0.001441417932510376
55,19460,0.16589314460754395
55,19560,0.18500206418335438
55,19660,0.18543137565255166
56,19712,0.0017192517220973968
56,19812,0.16532750897109508
56,19912,0.19212555222213268
56,20012,0.17966721661388874
57,20064,0.0015845456719398498
57,20164,0.16399484634399414
57,20264,0.17675501272082328
57,20364,0.1847800162434578
58,20416,0.0019728490710258484
58,20516,0.16061109945178031
58,20616,0.18840829350054264
58,20716,0.17654631488025188
59,20768,0.0014396488666534423
59,20868,0.16661010209470986
59,20968,0.18132094278931618
59,21068,0.1858143949508667
60,21120,0.001498548686504364
60,21220,0.17172943450510503
60,21320,0.16682520873844622
60,21420,0.18739296443760395
61,21472,0.0010745984315872193
61,21572,0.16366237949579954
61,21672,0.1758606268465519
61,21772,0.18183011151850223
62,21824,0.002215573936700821
62,21924,0.15578924521803855
62,22024,0.17648720130324363
62,22124,0.1844028239324689
63,22176,0.0007869812846183777
63,22276,0.1585967218503356
63,22376,0.17044132605195045
63,22476,0.184281400218606
64,22528,0.0012063305079936981
64,22628,0.16681695140898228
64,22728,0.16111935630440713
64,22828,0.1835741861909628
65,22880,0.0011316096037626267
65,22980,0.155526618771255
65,23080,0.15911259826272725
65,23180,0.1818064808100462
66,23232,0.0016732791066169739
66,23332,0.15444757483899593
66,23432,0.15963510274887086
66,23532,0.1875136310607195
67,23584,0.0013692079484462739
67,23684,0.14930959440767766
67,23784,0.16770127713680266
67,23884,0.17720393791794778
68,23936,0.0009046110510826111
68,24036,0.14909158416092397
68,24136,0.1605168195813894
68,24236,0.18322099950164555
69,24288,0.001254446506500244
69,24388,0.1742394396662712
69,24488,0.1524170733243227
69,24588,0.17536539126187564
70,24640,0.0014454925060272217
70,24740,0.1525097060203552
70,24840,0.17023248046636583
70,24940,0.1837942609190941
71,24992,0.0023842549324035647
71,25092,0.15356762409210206
71,25192,0.16040069237351418
71,25292,0.18111957624554634
72,25344,0.0018077582120895387
72,25444,0.14949080549180507
72,25544,0.1661072377860546
72,25644,0.1734692370891571
73,25696,0.0015934650599956513
