epoch,global_step,train/accuracy
0,353,0.4313777777777778
1,705,0.5836
2,1057,0.6545333333333333
3,1409,0.6312222222222222
4,1761,0.7375777777777778
5,2113,0.7488888888888889
6,2465,0.7729333333333334
7,2817,0.7810888888888889
8,3169,0.8143111111111111
9,3521,0.7802
10,3873,0.7972
11,4225,0.8238888888888889
12,4577,0.8239777777777778
13,4929,0.8553777777777778
14,5281,0.8339777777777778
15,5633,0.8236222222222223
16,5985,0.8454666666666667
17,6337,0.8640444444444444
18,6689,0.8278888888888889
19,7041,0.8752222222222222
20,7393,0.8610222222222222
21,7745,0.8836888888888889
22,8097,0.8693555555555555
23,8449,0.853
24,8801,0.8789555555555556
25,9153,0.8746222222222222
26,9505,0.8738666666666667
27,9857,0.8684444444444445
28,10209,0.8748888888888889
29,10561,0.8775555555555555
30,10913,0.8648
31,11265,0.8908444444444444
32,11617,0.8492444444444445
33,11969,0.8638444444444444
34,12321,0.9074444444444445
35,12673,0.8950666666666667
36,13025,0.9058666666666667
37,13377,0.8930222222222223
38,13729,0.8426
39,14081,0.8749555555555556
40,14433,0.9039333333333334
41,14785,0.8671555555555556
42,15137,0.8974666666666666
43,15489,0.8802222222222222
44,15841,0.8990444444444444
45,16193,0.8913111111111112
46,16545,0.8720222222222223
47,16897,0.9138
48,17249,0.9155111111111112
49,17601,0.9116888888888889
50,17953,0.8960666666666667
51,18305,0.9051111111111111
52,18657,0.8995777777777778
53,19009,0.9000444444444444
54,19361,0.9054222222222222
55,19713,0.8988222222222222
56,20065,0.9056
57,20417,0.9094222222222222
58,20769,0.8998666666666667
59,21121,0.9076222222222222
60,21473,0.9274444444444444
61,21825,0.9069777777777778
62,22177,0.9271333333333334
63,22529,0.9144222222222222
64,22881,0.9228666666666666
65,23233,0.9204
66,23585,0.9155555555555556
67,23937,0.8977333333333334
68,24289,0.9179777777777778
69,24641,0.9179555555555555
70,24993,0.9086222222222222
71,25345,0.9226444444444445
72,25697,0.9200222222222222
73,26049,0.9160888888888888
74,26401,0.8886
75,26753,0.917
76,27105,0.9228222222222222
77,27457,0.9227555555555556
78,27809,0.9286444444444445
79,28161,0.9768
80,28513,0.9816
81,28865,0.9840222222222222
82,29217,0.9861555555555556
83,29569,0.9870444444444444
84,29921,0.9897555555555556
85,30273,0.9904
86,30625,0.9906444444444444
87,30977,0.9912
88,31329,0.992
89,31681,0.9928444444444444
90,32033,0.9931333333333333
91,32385,0.9940444444444444
92,32737,0.9938444444444444
93,33089,0.9945555555555555
94,33441,0.9952222222222222
95,33793,0.9957777777777778
96,34145,0.9957555555555555
97,34497,0.9964888888888889
98,34849,0.9966666666666667
99,35201,0.9971111111111111
100,35553,0.9968888888888889
101,35905,0.9964
102,36257,0.9970666666666667
103,36609,0.9969111111111111
104,36961,0.9969111111111111
105,37313,0.9972444444444445
106,37665,0.9965111111111111
107,38017,0.9978222222222223
108,38369,0.9975777777777778
109,38721,0.9980666666666667
110,39073,0.9978888888888889
111,39425,0.9982
112,39777,0.998
113,40129,0.9976666666666667
114,40481,0.9978666666666667
115,40833,0.9981777777777778
116,41185,0.9982888888888889
117,41537,0.9978444444444444
118,41889,0.9983555555555556
119,42241,0.9983555555555556
120,42593,0.9984888888888889
121,42945,0.9985333333333334
122,43297,0.9984444444444445
123,43649,0.9985555555555555
124,44001,0.9985777777777778
125,44353,0.9986222222222222
126,44705,0.9987333333333334
127,45057,0.9990444444444444
128,45409,0.9983777777777778
129,45761,0.9986444444444444
130,46113,0.9982888888888889
131,46465,0.9986666666666667
132,46817,0.9986888888888888
133,47169,0.9984666666666666
134,47521,0.9986888888888888
135,47873,0.9991777777777778
136,48225,0.9993555555555556
137,48577,0.9992666666666666
138,48929,0.9994
139,49281,0.9996666666666667
140,49633,0.9993777777777778
141,49985,0.9995111111111111
142,50337,0.9996444444444444
143,50689,0.9996222222222222
144,51041,0.9996444444444444
145,51393,0.9996666666666667
146,51745,0.9996666666666667
147,52097,0.9997777777777778
148,52449,0.9996444444444444
149,52801,0.9995111111111111
150,53153,0.9995777777777778
151,53505,0.9995333333333334
152,53857,0.9996444444444444
153,54209,0.9995111111111111
154,54561,0.9995555555555555
155,54913,0.9997333333333334
156,55265,0.9996666666666667
157,55617,0.9997333333333334
158,55969,0.9998444444444444
159,56321,0.9996888888888888
160,56673,0.9997777777777778
161,57025,0.9998222222222222
162,57377,0.9998222222222222
163,57729,0.9997777777777778
164,58081,0.9997111111111111
165,58433,0.9997333333333334
166,58785,0.9996222222222222
167,59137,0.9996222222222222
168,59489,0.9997333333333334
169,59841,0.9997333333333334
170,60193,0.9997555555555555
171,60545,0.9998222222222222
172,60897,0.9997555555555555
173,61249,0.9998444444444444
174,61601,0.9997777777777778
175,61953,0.9997111111111111
176,62305,0.9997333333333334
177,62657,0.9998444444444444
178,63009,0.9996666666666667
179,63361,0.9997111111111111
180,63713,0.9998
181,64065,0.9998222222222222
182,64417,0.9998222222222222
183,64769,0.9998444444444444
184,65121,0.9997333333333334
